source,target,attributes
Q_15,IPC_409,{'type': 'MATCHES'}
Q_16,fir,{'type': 'RELATES_TO'}
Q_16,CRPC_154,{'type': 'MATCHES'}
Q_16,CRPC_156,{'type': 'MATCHES'}
Q_16,CRPC_200,{'type': 'MATCHES'}
Q_16,CRPC_210,{'type': 'MATCHES'}
Q_16,CRPC_302,{'type': 'MATCHES'}
Q_16,CRPC_482,{'type': 'MATCHES'}
Q_16,CPC_24,{'type': 'MATCHES'}
Q_20,stalking,{'type': 'RELATES_TO'}
Q_20,cheating,{'type': 'RELATES_TO'}
Q_20,trespass,{'type': 'RELATES_TO'}
Q_20,IPC_354D,{'type': 'MATCHES'}
Q_20,IPC_415,{'type': 'MATCHES'}
Q_20,IPC_417,{'type': 'MATCHES'}
Q_20,IPC_419,{'type': 'MATCHES'}
Q_20,IPC_420,{'type': 'MATCHES'}
Q_20,CRPC_320,{'type': 'MATCHES'}
Q_20,ICA_73,{'type': 'MATCHES'}
Q_20,ICA_74,{'type': 'MATCHES'}
Q_20,ICA_75,{'type': 'MATCHES'}
Q_20,IPC_447,{'type': 'MATCHES'}
Q_20,IPC_448,{'type': 'MATCHES'}
Q_25,fir,{'type': 'RELATES_TO'}
Q_25,perjury,{'type': 'RELATES_TO'}
Q_25,bail,{'type': 'RELATES_TO'}
Q_25,defamation,{'type': 'RELATES_TO'}
Q_25,CRPC_154,{'type': 'MATCHES'}
Q_25,CRPC_156,{'type': 'MATCHES'}
Q_25,CRPC_200,{'type': 'MATCHES'}
Q_25,CRPC_210,{'type': 'MATCHES'}
Q_25,CRPC_302,{'type': 'MATCHES'}
Q_25,CRPC_482,{'type': 'MATCHES'}
Q_25,CPC_24,{'type': 'MATCHES'}
Q_25,IPC_182,{'type': 'MATCHES'}
Q_25,IPC_191,{'type': 'MATCHES'}
Q_25,IPC_192,{'type': 'MATCHES'}
Q_25,IPC_193,{'type': 'MATCHES'}
Q_25,IPC_194,{'type': 'MATCHES'}
Q_25,IPC_195,{'type': 'MATCHES'}
Q_25,IPC_199,{'type': 'MATCHES'}
Q_25,IPC_200,{'type': 'MATCHES'}
Q_25,IPC_205,{'type': 'MATCHES'}
Q_25,IPC_228,{'type': 'MATCHES'}
Q_25,CRPC_195,{'type': 'MATCHES'}
Q_25,CRPC_340,{'type': 'MATCHES'}
Q_25,CRPC_167,{'type': 'MATCHES'}
Q_25,CRPC_397,{'type': 'MATCHES'}
Q_25,CRPC_439,{'type': 'MATCHES'}
Q_25,IPC_499,{'type': 'MATCHES'}
Q_25,IPC_500,{'type': 'MATCHES'}
Q_26,domestic_violence,{'type': 'RELATES_TO'}
Q_26,assault,{'type': 'RELATES_TO'}
Q_26,IPC_320,{'type': 'MATCHES'}
Q_26,IPC_323,{'type': 'MATCHES'}
Q_26,IPC_324,{'type': 'MATCHES'}
Q_26,IPC_325,{'type': 'MATCHES'}
Q_26,IPC_326,{'type': 'MATCHES'}
Q_26,IPC_337,{'type': 'MATCHES'}
Q_26,IPC_338,{'type': 'MATCHES'}
Q_26,IPC_350,{'type': 'MATCHES'}
Q_26,CRPC_320,{'type': 'MATCHES'}
Q_27,bail,{'type': 'RELATES_TO'}
Q_27,arrest,{'type': 'RELATES_TO'}
Q_27,CRPC_167,{'type': 'MATCHES'}
Q_27,CRPC_397,{'type': 'MATCHES'}
Q_27,CRPC_439,{'type': 'MATCHES'}
Q_27,CRPC_482,{'type': 'MATCHES'}
Q_27,CRPC_41,{'type': 'MATCHES'}
Q_27,CRPC_73,{'type': 'MATCHES'}
Q_27,CRPC_160,{'type': 'MATCHES'}
Q_27,IEA_27,{'type': 'MATCHES'}
Q_28,charge_sheet,{'type': 'RELATES_TO'}
Q_28,fir,{'type': 'RELATES_TO'}
Q_28,forgery,{'type': 'RELATES_TO'}
Q_28,CRPC_173,{'type': 'MATCHES'}
Q_28,CRPC_205,{'type': 'MATCHES'}
Q_28,CRPC_210,{'type': 'MATCHES'}
Q_28,CRPC_216,{'type': 'MATCHES'}
Q_28,CRPC_227,{'type': 'MATCHES'}
Q_28,CRPC_239,{'type': 'MATCHES'}
Q_28,CRPC_317,{'type': 'MATCHES'}
Q_28,CRPC_154,{'type': 'MATCHES'}
Q_28,CRPC_156,{'type': 'MATCHES'}
Q_28,CRPC_200,{'type': 'MATCHES'}
Q_28,CRPC_302,{'type': 'MATCHES'}
Q_28,CRPC_482,{'type': 'MATCHES'}
Q_28,CPC_24,{'type': 'MATCHES'}
Q_28,IPC_465,{'type': 'MATCHES'}
Q_28,IPC_467,{'type': 'MATCHES'}
Q_28,IPC_468,{'type': 'MATCHES'}
Q_28,IPC_471,{'type': 'MATCHES'}
Q_28,IEA_45,{'type': 'MATCHES'}
Q_28,RA_82,{'type': 'MATCHES'}
Q_28,RA_83,{'type': 'MATCHES'}
Q_29,charge_sheet,{'type': 'RELATES_TO'}
Q_29,fir,{'type': 'RELATES_TO'}
Q_29,bail,{'type': 'RELATES_TO'}
Q_29,CRPC_173,{'type': 'MATCHES'}
Q_29,CRPC_205,{'type': 'MATCHES'}
Q_29,CRPC_210,{'type': 'MATCHES'}
Q_29,CRPC_216,{'type': 'MATCHES'}
Q_29,CRPC_227,{'type': 'MATCHES'}
Q_29,CRPC_239,{'type': 'MATCHES'}
Q_29,CRPC_317,{'type': 'MATCHES'}
Q_29,CRPC_154,{'type': 'MATCHES'}
Q_29,CRPC_156,{'type': 'MATCHES'}
Q_29,CRPC_200,{'type': 'MATCHES'}
Q_29,CRPC_302,{'type': 'MATCHES'}
Q_29,CRPC_482,{'type': 'MATCHES'}
Q_29,CPC_24,{'type': 'MATCHES'}
Q_29,CRPC_167,{'type': 'MATCHES'}
Q_29,CRPC_397,{'type': 'MATCHES'}
Q_29,CRPC_439,{'type': 'MATCHES'}
Q_30,fir,{'type': 'RELATES_TO'}
Q_30,CRPC_154,{'type': 'MATCHES'}
Q_30,CRPC_156,{'type': 'MATCHES'}
Q_30,CRPC_200,{'type': 'MATCHES'}
Q_30,CRPC_210,{'type': 'MATCHES'}
Q_30,CRPC_302,{'type': 'MATCHES'}
Q_30,CRPC_482,{'type': 'MATCHES'}
Q_30,CPC_24,{'type': 'MATCHES'}
Q_33,fir,{'type': 'RELATES_TO'}
Q_33,CRPC_154,{'type': 'MATCHES'}
Q_33,CRPC_156,{'type': 'MATCHES'}
Q_33,CRPC_200,{'type': 'MATCHES'}
Q_33,CRPC_210,{'type': 'MATCHES'}
Q_33,CRPC_302,{'type': 'MATCHES'}
Q_33,CRPC_482,{'type': 'MATCHES'}
Q_33,CPC_24,{'type': 'MATCHES'}
Q_34,fir,{'type': 'RELATES_TO'}
Q_34,arrest,{'type': 'RELATES_TO'}
Q_34,CRPC_154,{'type': 'MATCHES'}
Q_34,CRPC_156,{'type': 'MATCHES'}
Q_34,CRPC_200,{'type': 'MATCHES'}
Q_34,CRPC_210,{'type': 'MATCHES'}
Q_34,CRPC_302,{'type': 'MATCHES'}
Q_34,CRPC_482,{'type': 'MATCHES'}
Q_34,CPC_24,{'type': 'MATCHES'}
Q_34,CRPC_41,{'type': 'MATCHES'}
Q_34,CRPC_73,{'type': 'MATCHES'}
Q_34,CRPC_160,{'type': 'MATCHES'}
Q_34,CRPC_167,{'type': 'MATCHES'}
Q_34,IEA_27,{'type': 'MATCHES'}
Q_36,corruption,{'type': 'RELATES_TO'}
Q_36,IPC_409,{'type': 'MATCHES'}
Q_36,PCA_7,{'type': 'MATCHES'}
Q_36,PCA_13,{'type': 'MATCHES'}
Q_37,cheating,{'type': 'RELATES_TO'}
Q_37,arrest,{'type': 'RELATES_TO'}
Q_37,IPC_415,{'type': 'MATCHES'}
Q_37,IPC_417,{'type': 'MATCHES'}
Q_37,IPC_419,{'type': 'MATCHES'}
Q_37,IPC_420,{'type': 'MATCHES'}
Q_37,CRPC_320,{'type': 'MATCHES'}
Q_37,ICA_73,{'type': 'MATCHES'}
Q_37,ICA_74,{'type': 'MATCHES'}
Q_37,ICA_75,{'type': 'MATCHES'}
Q_37,CRPC_41,{'type': 'MATCHES'}
Q_37,CRPC_73,{'type': 'MATCHES'}
Q_37,CRPC_160,{'type': 'MATCHES'}
Q_37,CRPC_167,{'type': 'MATCHES'}
Q_37,IEA_27,{'type': 'MATCHES'}
Q_38,fir,{'type': 'RELATES_TO'}
Q_38,bail,{'type': 'RELATES_TO'}
Q_38,criminal_breach_of_trust,{'type': 'RELATES_TO'}
Q_38,arrest,{'type': 'RELATES_TO'}
Q_38,CRPC_154,{'type': 'MATCHES'}
Q_38,CRPC_156,{'type': 'MATCHES'}
Q_38,CRPC_200,{'type': 'MATCHES'}
Q_38,CRPC_210,{'type': 'MATCHES'}
Q_38,CRPC_302,{'type': 'MATCHES'}
Q_38,CRPC_482,{'type': 'MATCHES'}
Q_38,CPC_24,{'type': 'MATCHES'}
Q_38,CRPC_167,{'type': 'MATCHES'}
Q_38,CRPC_397,{'type': 'MATCHES'}
Q_38,CRPC_439,{'type': 'MATCHES'}
Q_38,IPC_406,{'type': 'MATCHES'}
Q_38,IPC_409,{'type': 'MATCHES'}
Q_38,ICA_73,{'type': 'MATCHES'}
Q_38,CRPC_41,{'type': 'MATCHES'}
Q_38,CRPC_73,{'type': 'MATCHES'}
Q_38,CRPC_160,{'type': 'MATCHES'}
Q_38,IEA_27,{'type': 'MATCHES'}
Q_40,charge_sheet,{'type': 'RELATES_TO'}
Q_40,CRPC_173,{'type': 'MATCHES'}
Q_40,CRPC_205,{'type': 'MATCHES'}
Q_40,CRPC_210,{'type': 'MATCHES'}
Q_40,CRPC_216,{'type': 'MATCHES'}
Q_40,CRPC_227,{'type': 'MATCHES'}
Q_40,CRPC_239,{'type': 'MATCHES'}
Q_40,CRPC_317,{'type': 'MATCHES'}
Q_43,fir,{'type': 'RELATES_TO'}
Q_43,arrest,{'type': 'RELATES_TO'}
Q_43,CRPC_154,{'type': 'MATCHES'}
Q_43,CRPC_156,{'type': 'MATCHES'}
Q_43,CRPC_200,{'type': 'MATCHES'}
Q_43,CRPC_210,{'type': 'MATCHES'}
Q_43,CRPC_302,{'type': 'MATCHES'}
Q_43,CRPC_482,{'type': 'MATCHES'}
Q_43,CPC_24,{'type': 'MATCHES'}
Q_43,CRPC_41,{'type': 'MATCHES'}
Q_43,CRPC_73,{'type': 'MATCHES'}
Q_43,CRPC_160,{'type': 'MATCHES'}
Q_43,CRPC_167,{'type': 'MATCHES'}
Q_43,IEA_27,{'type': 'MATCHES'}
Q_44,cheating,{'type': 'RELATES_TO'}
Q_44,IPC_415,{'type': 'MATCHES'}
Q_44,IPC_417,{'type': 'MATCHES'}
Q_44,IPC_419,{'type': 'MATCHES'}
Q_44,IPC_420,{'type': 'MATCHES'}
Q_44,CRPC_320,{'type': 'MATCHES'}
Q_44,ICA_73,{'type': 'MATCHES'}
Q_44,ICA_74,{'type': 'MATCHES'}
Q_44,ICA_75,{'type': 'MATCHES'}
Q_45,fir,{'type': 'RELATES_TO'}
Q_45,domestic_violence,{'type': 'RELATES_TO'}
Q_45,CRPC_154,{'type': 'MATCHES'}
Q_45,CRPC_156,{'type': 'MATCHES'}
Q_45,CRPC_200,{'type': 'MATCHES'}
Q_45,CRPC_210,{'type': 'MATCHES'}
Q_45,CRPC_302,{'type': 'MATCHES'}
Q_45,CRPC_482,{'type': 'MATCHES'}
Q_45,CPC_24,{'type': 'MATCHES'}
Q_46,fir,{'type': 'RELATES_TO'}
Q_46,theft,{'type': 'RELATES_TO'}
Q_46,CRPC_154,{'type': 'MATCHES'}
Q_46,CRPC_156,{'type': 'MATCHES'}
Q_46,CRPC_200,{'type': 'MATCHES'}
Q_46,CRPC_210,{'type': 'MATCHES'}
Q_46,CRPC_302,{'type': 'MATCHES'}
Q_46,CRPC_482,{'type': 'MATCHES'}
Q_46,CPC_24,{'type': 'MATCHES'}
Q_46,IPC_378,{'type': 'MATCHES'}
Q_46,IPC_379,{'type': 'MATCHES'}
Q_46,IPC_411,{'type': 'MATCHES'}
Q_46,CRPC_451,{'type': 'MATCHES'}
Q_46,CRPC_457,{'type': 'MATCHES'}
Q_47,assault,{'type': 'RELATES_TO'}
Q_47,cheating,{'type': 'RELATES_TO'}
Q_47,rape,{'type': 'RELATES_TO'}
Q_47,IPC_320,{'type': 'MATCHES'}
Q_47,IPC_323,{'type': 'MATCHES'}
Q_47,IPC_324,{'type': 'MATCHES'}
Q_47,IPC_325,{'type': 'MATCHES'}
Q_47,IPC_326,{'type': 'MATCHES'}
Q_47,IPC_337,{'type': 'MATCHES'}
Q_47,IPC_338,{'type': 'MATCHES'}
Q_47,IPC_350,{'type': 'MATCHES'}
Q_47,CRPC_320,{'type': 'MATCHES'}
Q_47,IPC_415,{'type': 'MATCHES'}
Q_47,IPC_417,{'type': 'MATCHES'}
Q_47,IPC_419,{'type': 'MATCHES'}
Q_47,IPC_420,{'type': 'MATCHES'}
Q_47,ICA_73,{'type': 'MATCHES'}
Q_47,ICA_74,{'type': 'MATCHES'}
Q_47,ICA_75,{'type': 'MATCHES'}
Q_47,IPC_375,{'type': 'MATCHES'}
Q_47,IPC_376,{'type': 'MATCHES'}
Q_47,IEA_45,{'type': 'MATCHES'}
Q_48,assault,{'type': 'RELATES_TO'}
Q_48,IPC_320,{'type': 'MATCHES'}
Q_48,IPC_323,{'type': 'MATCHES'}
Q_48,IPC_324,{'type': 'MATCHES'}
Q_48,IPC_325,{'type': 'MATCHES'}
Q_48,IPC_326,{'type': 'MATCHES'}
Q_48,IPC_337,{'type': 'MATCHES'}
Q_48,IPC_338,{'type': 'MATCHES'}
Q_48,IPC_350,{'type': 'MATCHES'}
Q_48,CRPC_320,{'type': 'MATCHES'}
Q_49,fir,{'type': 'RELATES_TO'}
Q_49,CRPC_154,{'type': 'MATCHES'}
Q_49,CRPC_156,{'type': 'MATCHES'}
Q_49,CRPC_200,{'type': 'MATCHES'}
Q_49,CRPC_210,{'type': 'MATCHES'}
Q_49,CRPC_302,{'type': 'MATCHES'}
Q_49,CRPC_482,{'type': 'MATCHES'}
Q_49,CPC_24,{'type': 'MATCHES'}
Q_51,defamation,{'type': 'RELATES_TO'}
Q_51,IPC_499,{'type': 'MATCHES'}
Q_51,IPC_500,{'type': 'MATCHES'}
Q_52,fir,{'type': 'RELATES_TO'}
Q_52,cheating,{'type': 'RELATES_TO'}
Q_52,arrest,{'type': 'RELATES_TO'}
Q_52,forgery,{'type': 'RELATES_TO'}
Q_52,CRPC_154,{'type': 'MATCHES'}
Q_52,CRPC_156,{'type': 'MATCHES'}
Q_52,CRPC_200,{'type': 'MATCHES'}
Q_52,CRPC_210,{'type': 'MATCHES'}
Q_52,CRPC_302,{'type': 'MATCHES'}
Q_52,CRPC_482,{'type': 'MATCHES'}
Q_52,CPC_24,{'type': 'MATCHES'}
Q_52,IPC_415,{'type': 'MATCHES'}
Q_52,IPC_417,{'type': 'MATCHES'}
Q_52,IPC_419,{'type': 'MATCHES'}
Q_52,IPC_420,{'type': 'MATCHES'}
Q_52,CRPC_320,{'type': 'MATCHES'}
Q_52,ICA_73,{'type': 'MATCHES'}
Q_52,ICA_74,{'type': 'MATCHES'}
Q_52,ICA_75,{'type': 'MATCHES'}
Q_52,CRPC_41,{'type': 'MATCHES'}
Q_52,CRPC_73,{'type': 'MATCHES'}
Q_52,CRPC_160,{'type': 'MATCHES'}
Q_52,CRPC_167,{'type': 'MATCHES'}
Q_52,IEA_27,{'type': 'MATCHES'}
Q_52,IPC_465,{'type': 'MATCHES'}
Q_52,IPC_467,{'type': 'MATCHES'}
Q_52,IPC_468,{'type': 'MATCHES'}
Q_52,IPC_471,{'type': 'MATCHES'}
Q_52,IEA_45,{'type': 'MATCHES'}
Q_52,RA_82,{'type': 'MATCHES'}
Q_52,RA_83,{'type': 'MATCHES'}
Q_53,defamation,{'type': 'RELATES_TO'}
Q_53,IPC_499,{'type': 'MATCHES'}
Q_53,IPC_500,{'type': 'MATCHES'}
Q_55,bigamy,{'type': 'RELATES_TO'}
Q_55,IPC_494,{'type': 'MATCHES'}
Q_58,cheating,{'type': 'RELATES_TO'}
Q_58,IPC_415,{'type': 'MATCHES'}
Q_58,IPC_417,{'type': 'MATCHES'}
Q_58,IPC_419,{'type': 'MATCHES'}
Q_58,IPC_420,{'type': 'MATCHES'}
Q_58,CRPC_320,{'type': 'MATCHES'}
Q_58,ICA_73,{'type': 'MATCHES'}
Q_58,ICA_74,{'type': 'MATCHES'}
Q_58,ICA_75,{'type': 'MATCHES'}
Q_59,bail,{'type': 'RELATES_TO'}
Q_59,CRPC_167,{'type': 'MATCHES'}
Q_59,CRPC_397,{'type': 'MATCHES'}
Q_59,CRPC_439,{'type': 'MATCHES'}
Q_59,CRPC_482,{'type': 'MATCHES'}
Q_60,fir,{'type': 'RELATES_TO'}
Q_60,anticipatory_bail,{'type': 'RELATES_TO'}
Q_60,CRPC_154,{'type': 'MATCHES'}
Q_60,CRPC_156,{'type': 'MATCHES'}
Q_60,CRPC_200,{'type': 'MATCHES'}
Q_60,CRPC_210,{'type': 'MATCHES'}
Q_60,CRPC_302,{'type': 'MATCHES'}
Q_60,CRPC_482,{'type': 'MATCHES'}
Q_60,CPC_24,{'type': 'MATCHES'}
Q_60,CRPC_438,{'type': 'MATCHES'}
Q_61,abetment,{'type': 'RELATES_TO'}
Q_61,cheating,{'type': 'RELATES_TO'}
Q_61,IPC_107,{'type': 'MATCHES'}
Q_61,IPC_415,{'type': 'MATCHES'}
Q_61,IPC_417,{'type': 'MATCHES'}
Q_61,IPC_419,{'type': 'MATCHES'}
Q_61,IPC_420,{'type': 'MATCHES'}
Q_61,CRPC_320,{'type': 'MATCHES'}
Q_61,ICA_73,{'type': 'MATCHES'}
Q_61,ICA_74,{'type': 'MATCHES'}
Q_61,ICA_75,{'type': 'MATCHES'}
Q_62,fir,{'type': 'RELATES_TO'}
Q_62,arrest,{'type': 'RELATES_TO'}
Q_62,CRPC_154,{'type': 'MATCHES'}
Q_62,CRPC_156,{'type': 'MATCHES'}
Q_62,CRPC_200,{'type': 'MATCHES'}
Q_62,CRPC_210,{'type': 'MATCHES'}
Q_62,CRPC_302,{'type': 'MATCHES'}
Q_62,CRPC_482,{'type': 'MATCHES'}
Q_62,CPC_24,{'type': 'MATCHES'}
Q_62,CRPC_41,{'type': 'MATCHES'}
Q_62,CRPC_73,{'type': 'MATCHES'}
Q_62,CRPC_160,{'type': 'MATCHES'}
Q_62,CRPC_167,{'type': 'MATCHES'}
Q_62,IEA_27,{'type': 'MATCHES'}
Q_63,fir,{'type': 'RELATES_TO'}
Q_63,assault,{'type': 'RELATES_TO'}
Q_63,rash_driving,{'type': 'RELATES_TO'}
Q_63,CRPC_154,{'type': 'MATCHES'}
Q_63,CRPC_156,{'type': 'MATCHES'}
Q_63,CRPC_200,{'type': 'MATCHES'}
Q_63,CRPC_210,{'type': 'MATCHES'}
Q_63,CRPC_302,{'type': 'MATCHES'}
Q_63,CRPC_482,{'type': 'MATCHES'}
Q_63,CPC_24,{'type': 'MATCHES'}
Q_63,IPC_320,{'type': 'MATCHES'}
Q_63,IPC_323,{'type': 'MATCHES'}
Q_63,IPC_324,{'type': 'MATCHES'}
Q_63,IPC_325,{'type': 'MATCHES'}
Q_63,IPC_326,{'type': 'MATCHES'}
Q_63,IPC_337,{'type': 'MATCHES'}
Q_63,IPC_338,{'type': 'MATCHES'}
Q_63,IPC_350,{'type': 'MATCHES'}
Q_63,CRPC_320,{'type': 'MATCHES'}
Q_63,IPC_279,{'type': 'MATCHES'}
Q_64,arrest,{'type': 'RELATES_TO'}
Q_64,CRPC_41,{'type': 'MATCHES'}
Q_64,CRPC_73,{'type': 'MATCHES'}
Q_64,CRPC_160,{'type': 'MATCHES'}
Q_64,CRPC_167,{'type': 'MATCHES'}
Q_64,IEA_27,{'type': 'MATCHES'}
Q_65,fir,{'type': 'RELATES_TO'}
Q_65,CRPC_154,{'type': 'MATCHES'}
Q_65,CRPC_156,{'type': 'MATCHES'}
Q_65,CRPC_200,{'type': 'MATCHES'}
Q_65,CRPC_210,{'type': 'MATCHES'}
Q_65,CRPC_302,{'type': 'MATCHES'}
Q_65,CRPC_482,{'type': 'MATCHES'}
Q_65,CPC_24,{'type': 'MATCHES'}
Q_69,fir,{'type': 'RELATES_TO'}
Q_69,CRPC_154,{'type': 'MATCHES'}
Q_69,CRPC_156,{'type': 'MATCHES'}
Q_69,CRPC_200,{'type': 'MATCHES'}
Q_69,CRPC_210,{'type': 'MATCHES'}
Q_69,CRPC_302,{'type': 'MATCHES'}
Q_69,CRPC_482,{'type': 'MATCHES'}
Q_69,CPC_24,{'type': 'MATCHES'}
Q_72,fir,{'type': 'RELATES_TO'}
Q_72,bail,{'type': 'RELATES_TO'}
Q_72,assault,{'type': 'RELATES_TO'}
Q_72,arrest,{'type': 'RELATES_TO'}
Q_72,CRPC_154,{'type': 'MATCHES'}
Q_72,CRPC_156,{'type': 'MATCHES'}
Q_72,CRPC_200,{'type': 'MATCHES'}
Q_72,CRPC_210,{'type': 'MATCHES'}
Q_72,CRPC_302,{'type': 'MATCHES'}
Q_72,CRPC_482,{'type': 'MATCHES'}
Q_72,CPC_24,{'type': 'MATCHES'}
Q_72,CRPC_167,{'type': 'MATCHES'}
Q_72,CRPC_397,{'type': 'MATCHES'}
Q_72,CRPC_439,{'type': 'MATCHES'}
Q_72,IPC_320,{'type': 'MATCHES'}
Q_72,IPC_323,{'type': 'MATCHES'}
Q_72,IPC_324,{'type': 'MATCHES'}
Q_72,IPC_325,{'type': 'MATCHES'}
Q_72,IPC_326,{'type': 'MATCHES'}
Q_72,IPC_337,{'type': 'MATCHES'}
Q_72,IPC_338,{'type': 'MATCHES'}
Q_72,IPC_350,{'type': 'MATCHES'}
Q_72,CRPC_320,{'type': 'MATCHES'}
Q_72,CRPC_41,{'type': 'MATCHES'}
Q_72,CRPC_73,{'type': 'MATCHES'}
Q_72,CRPC_160,{'type': 'MATCHES'}
Q_72,IEA_27,{'type': 'MATCHES'}
Q_75,charge_sheet,{'type': 'RELATES_TO'}
Q_75,CRPC_173,{'type': 'MATCHES'}
Q_75,CRPC_205,{'type': 'MATCHES'}
Q_75,CRPC_210,{'type': 'MATCHES'}
Q_75,CRPC_216,{'type': 'MATCHES'}
Q_75,CRPC_227,{'type': 'MATCHES'}
Q_75,CRPC_239,{'type': 'MATCHES'}
Q_75,CRPC_317,{'type': 'MATCHES'}
Q_79,cheque_bounce,{'type': 'RELATES_TO'}
Q_79,NIA_138,{'type': 'MATCHES'}
Q_80,bail,{'type': 'RELATES_TO'}
Q_80,arrest,{'type': 'RELATES_TO'}
Q_80,CRPC_167,{'type': 'MATCHES'}
Q_80,CRPC_397,{'type': 'MATCHES'}
Q_80,CRPC_439,{'type': 'MATCHES'}
Q_80,CRPC_482,{'type': 'MATCHES'}
Q_80,CRPC_41,{'type': 'MATCHES'}
Q_80,CRPC_73,{'type': 'MATCHES'}
Q_80,CRPC_160,{'type': 'MATCHES'}
Q_80,IEA_27,{'type': 'MATCHES'}
Q_82,fir,{'type': 'RELATES_TO'}
Q_82,CRPC_154,{'type': 'MATCHES'}
Q_82,CRPC_156,{'type': 'MATCHES'}
Q_82,CRPC_200,{'type': 'MATCHES'}
Q_82,CRPC_210,{'type': 'MATCHES'}
Q_82,CRPC_302,{'type': 'MATCHES'}
Q_82,CRPC_482,{'type': 'MATCHES'}
Q_82,CPC_24,{'type': 'MATCHES'}
Q_84,fir,{'type': 'RELATES_TO'}
Q_84,bail,{'type': 'RELATES_TO'}
Q_84,arrest,{'type': 'RELATES_TO'}
Q_84,anticipatory_bail,{'type': 'RELATES_TO'}
Q_84,CRPC_154,{'type': 'MATCHES'}
Q_84,CRPC_156,{'type': 'MATCHES'}
Q_84,CRPC_200,{'type': 'MATCHES'}
Q_84,CRPC_210,{'type': 'MATCHES'}
Q_84,CRPC_302,{'type': 'MATCHES'}
Q_84,CRPC_482,{'type': 'MATCHES'}
Q_84,CPC_24,{'type': 'MATCHES'}
Q_84,CRPC_167,{'type': 'MATCHES'}
Q_84,CRPC_397,{'type': 'MATCHES'}
Q_84,CRPC_439,{'type': 'MATCHES'}
Q_84,CRPC_41,{'type': 'MATCHES'}
Q_84,CRPC_73,{'type': 'MATCHES'}
Q_84,CRPC_160,{'type': 'MATCHES'}
Q_84,IEA_27,{'type': 'MATCHES'}
Q_84,CRPC_438,{'type': 'MATCHES'}
Q_86,charge_sheet,{'type': 'RELATES_TO'}
Q_86,fir,{'type': 'RELATES_TO'}
Q_86,CRPC_173,{'type': 'MATCHES'}
Q_86,CRPC_205,{'type': 'MATCHES'}
Q_86,CRPC_210,{'type': 'MATCHES'}
Q_86,CRPC_216,{'type': 'MATCHES'}
Q_86,CRPC_227,{'type': 'MATCHES'}
Q_86,CRPC_239,{'type': 'MATCHES'}
Q_86,CRPC_317,{'type': 'MATCHES'}
Q_86,CRPC_154,{'type': 'MATCHES'}
Q_86,CRPC_156,{'type': 'MATCHES'}
Q_86,CRPC_200,{'type': 'MATCHES'}
Q_86,CRPC_302,{'type': 'MATCHES'}
Q_86,CRPC_482,{'type': 'MATCHES'}
Q_86,CPC_24,{'type': 'MATCHES'}
Q_88,perjury,{'type': 'RELATES_TO'}
Q_88,maintenance,{'type': 'RELATES_TO'}
Q_88,IPC_182,{'type': 'MATCHES'}
Q_88,IPC_191,{'type': 'MATCHES'}
Q_88,IPC_192,{'type': 'MATCHES'}
Q_88,IPC_193,{'type': 'MATCHES'}
Q_88,IPC_194,{'type': 'MATCHES'}
Q_88,IPC_195,{'type': 'MATCHES'}
Q_88,IPC_199,{'type': 'MATCHES'}
Q_88,IPC_200,{'type': 'MATCHES'}
Q_88,IPC_205,{'type': 'MATCHES'}
Q_88,IPC_228,{'type': 'MATCHES'}
Q_88,CRPC_195,{'type': 'MATCHES'}
Q_88,CRPC_340,{'type': 'MATCHES'}
Q_88,CRPC_125,{'type': 'MATCHES'}
Q_88,HMA_9,{'type': 'MATCHES'}
Q_90,bail,{'type': 'RELATES_TO'}
Q_90,rape,{'type': 'RELATES_TO'}
Q_90,CRPC_167,{'type': 'MATCHES'}
Q_90,CRPC_397,{'type': 'MATCHES'}
Q_90,CRPC_439,{'type': 'MATCHES'}
Q_90,CRPC_482,{'type': 'MATCHES'}
Q_90,IPC_375,{'type': 'MATCHES'}
Q_90,IPC_376,{'type': 'MATCHES'}
Q_90,IEA_45,{'type': 'MATCHES'}
Q_91,bail,{'type': 'RELATES_TO'}
Q_91,CRPC_167,{'type': 'MATCHES'}
Q_91,CRPC_397,{'type': 'MATCHES'}
Q_91,CRPC_439,{'type': 'MATCHES'}
Q_91,CRPC_482,{'type': 'MATCHES'}
Q_92,fir,{'type': 'RELATES_TO'}
Q_92,arrest,{'type': 'RELATES_TO'}
Q_92,CRPC_154,{'type': 'MATCHES'}
Q_92,CRPC_156,{'type': 'MATCHES'}
Q_92,CRPC_200,{'type': 'MATCHES'}
Q_92,CRPC_210,{'type': 'MATCHES'}
Q_92,CRPC_302,{'type': 'MATCHES'}
Q_92,CRPC_482,{'type': 'MATCHES'}
Q_92,CPC_24,{'type': 'MATCHES'}
Q_92,CRPC_41,{'type': 'MATCHES'}
Q_92,CRPC_73,{'type': 'MATCHES'}
Q_92,CRPC_160,{'type': 'MATCHES'}
Q_92,CRPC_167,{'type': 'MATCHES'}
Q_92,IEA_27,{'type': 'MATCHES'}
Q_94,charge_sheet,{'type': 'RELATES_TO'}
Q_94,fir,{'type': 'RELATES_TO'}
Q_94,bail,{'type': 'RELATES_TO'}
Q_94,CRPC_173,{'type': 'MATCHES'}
Q_94,CRPC_205,{'type': 'MATCHES'}
Q_94,CRPC_210,{'type': 'MATCHES'}
Q_94,CRPC_216,{'type': 'MATCHES'}
