node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Section 28 of the Land Acquisition Act,LegalProvision,Section 28 of the Land Acquisition Act,PC_Family,pc,Section 28 of the Land Acquisition Act,,,,,,,,
PC::Meera and Company vs. Commissioner of Income Tax,CaseFact,Meera and Company vs. Commissioner of Income Tax,PC_Family,pc,Meera and Company vs. Commissioner of Income Tax,,,,,,,,
PC::Implementation of Disability Act Sought,LegalProvision,Implementation of Disability Act Sought,PC_Family,pc,Implementation of Disability Act Sought,,,,,,,,
PC::Reservation for Visually Disabled in Universities Requested,CaseFact,Reservation for Visually Disabled in Universities Requested,PC_Family,pc,Reservation for Visually Disabled in Universities Requested,,,,,,,,
PC::Denial of Appointment Violates Fundamental Rights,CaseFact,Denial of Appointment Violates Fundamental Rights,PC_Family,pc,Denial of Appointment Violates Fundamental Rights,,,,,,,,
PC::Articles 14 and 15 of the Constitution of India,LegalProvision,Articles 14 and 15 of the Constitution of India,PC_Family,pc,Articles 14 and 15 of the Constitution of India,,,,,,,,
PC::Relaxation in Cut Off Marks for Disabled Candidates Established,CaseFact,Relaxation in Cut Off Marks for Disabled Candidates Established,PC_Family,pc,Relaxation in Cut Off Marks for Disabled Candidates Established,,,,,,,,
"PC::Section 33 of the Persons with Disabilities Act, 1995",LegalProvision,"Section 33 of the Persons with Disabilities Act, 1995",PC_Family,pc,"Section 33 of the Persons with Disabilities Act, 1995",,,,,,,,
PC::Horizontal Reservation for Disabled Persons Discussed,CaseFact,Horizontal Reservation for Disabled Persons Discussed,PC_Family,pc,Horizontal Reservation for Disabled Persons Discussed,,,,,,,,
"PC::Section 32 of the Persons with Disabilities Act, 1995",LegalProvision,"Section 32 of the Persons with Disabilities Act, 1995",PC_Family,pc,"Section 32 of the Persons with Disabilities Act, 1995",,,,,,,,
PC::Writ Petition Filed Challenging Amendment Act,LegalProvision,Writ Petition Filed Challenging Amendment Act,PC_Family,pc,Writ Petition Filed Challenging Amendment Act,,,,,,,,
PC::Term of Lokayukta Extended by Amendment Act,LegalProvision,Term of Lokayukta Extended by Amendment Act,PC_Family,pc,Term of Lokayukta Extended by Amendment Act,,,,,,,,
PC::Petitioner Claimed Amendment Act Violative of Constitution,LegalProvision,Petitioner Claimed Amendment Act Violative of Constitution,PC_Family,pc,Petitioner Claimed Amendment Act Violative of Constitution,,,,,,,,
PC::Article 32 of the Constitution of India,LegalProvision,Article 32 of the Constitution of India,PC_Family,pc,Article 32 of the Constitution of India,,,,,,,,
PC::Validity of Lokayukta Appointment Challenged,CaseFact,Validity of Lokayukta Appointment Challenged,PC_Family,pc,Validity of Lokayukta Appointment Challenged,,,,,,,,
"PC::Section 5 of the Uttar Pradesh Lokayukta and Up-Lokayuktas Act, 1975",LegalProvision,"Section 5 of the Uttar Pradesh Lokayukta and Up-Lokayuktas Act, 1975",PC_Family,pc,"Section 5 of the Uttar Pradesh Lokayukta and Up-Lokayuktas Act, 1975",,,,,,,,
PC::Petitioner Filed as Proxy for Ex-Minister,CaseFact,Petitioner Filed as Proxy for Ex-Minister,PC_Family,pc,Petitioner Filed as Proxy for Ex-Minister,,,,,,,,
PC::Family Dispute Affected Mining Lease,CaseFact,Family Dispute Affected Mining Lease,PC_Family,pc,Family Dispute Affected Mining Lease,,,,,,,,
PC::MOU Executed for Mining Rights,CaseFact,MOU Executed for Mining Rights,PC_Family,pc,MOU Executed for Mining Rights,,,,,,,,
PC::State Government Committed to Recommend Mining Lease,CaseFact,State Government Committed to Recommend Mining Lease,PC_Family,pc,State Government Committed to Recommend Mining Lease,,,,,,,,
PC::Contempt Petition Filed for Non-Implementation,CaseFact,Contempt Petition Filed for Non-Implementation,PC_Family,pc,Contempt Petition Filed for Non-Implementation,,,,,,,,
PC::Judgment dated 14.3.2012 in C.A. No. 2790 of 2012,CaseFact,Judgment dated 14.3.2012 in C.A. No. 2790 of 2012,PC_Family,pc,Judgment dated 14.3.2012 in C.A. No. 2790 of 2012,,,,,,,,
PC::Other Parties Claim Similar Rights,CaseFact,Other Parties Claim Similar Rights,PC_Family,pc,Other Parties Claim Similar Rights,,,,,,,,
PC::Appellant Claimed Deemed Distribution Licensee Status,CaseFact,Appellant Claimed Deemed Distribution Licensee Status,PC_Family,pc,Appellant Claimed Deemed Distribution Licensee Status,,,,,,,,
PC::State Commission Held Appellant Liable for Cross Subsidy Surcharge,CaseFact,State Commission Held Appellant Liable for Cross Subsidy Surcharge,PC_Family,pc,State Commission Held Appellant Liable for Cross Subsidy Surcharge,,,,,,,,
PC::Appellant Entered into Power Purchase Agreement,CaseFact,Appellant Entered into Power Purchase Agreement,PC_Family,pc,Appellant Entered into Power Purchase Agreement,,,,,,,,
"PC::Section 42 of the Electricity Act, 2003",LegalProvision,"Section 42 of the Electricity Act, 2003",PC_Family,pc,"Section 42 of the Electricity Act, 2003",,,,,,,,
"PC::Section 14(b) of the Electricity Act, 2003",LegalProvision,"Section 14(b) of the Electricity Act, 2003",PC_Family,pc,"Section 14(b) of the Electricity Act, 2003",,,,,,,,
PC::Victim Suffered Rape,CaseFact,Victim Suffered Rape,PC_Family,pc,Victim Suffered Rape,,,,,,,,
PC::Accused Claimed False Implication Due to Enmity,CaseFact,Accused Claimed False Implication Due to Enmity,PC_Family,pc,Accused Claimed False Implication Due to Enmity,,,,,,,,
PC::Victim Attempted Suicide Due to Trauma,CaseFact,Victim Attempted Suicide Due to Trauma,PC_Family,pc,Victim Attempted Suicide Due to Trauma,,,,,,,,
PC::Delay in Lodging FIR Explained,CaseFact,Delay in Lodging FIR Explained,PC_Family,pc,Delay in Lodging FIR Explained,,,,,,,,
PC::Medical Evidence Lacked Fresh Injuries,CaseFact,Medical Evidence Lacked Fresh Injuries,PC_Family,pc,Medical Evidence Lacked Fresh Injuries,,,,,,,,
PC::Victim Supported by Family Testimony,CaseFact,Victim Supported by Family Testimony,PC_Family,pc,Victim Supported by Family Testimony,,,,,,,,
"PC::Section 114-A of the Indian Evidence Act, 1872",LegalProvision,"Section 114-A of the Indian Evidence Act, 1872",PC_Family,pc,"Section 114-A of the Indian Evidence Act, 1872",,,,,,,,
PC::Tenancy Rights Acquired by Predecessor,CaseFact,Tenancy Rights Acquired by Predecessor,PC_Family,pc,Tenancy Rights Acquired by Predecessor,,,,,,,,
PC::Will Executed by Predecessor,CaseFact,Will Executed by Predecessor,PC_Family,pc,Will Executed by Predecessor,,,,,,,,
PC::Joint Tenancy Established Among Heirs,CaseFact,Joint Tenancy Established Among Heirs,PC_Family,pc,Joint Tenancy Established Among Heirs,,,,,,,,
PC::Eviction Notices Issued by Municipal Corporation,CaseFact,Eviction Notices Issued by Municipal Corporation,PC_Family,pc,Eviction Notices Issued by Municipal Corporation,,,,,,,,
PC::Transfer of Tenancy Challenged in Court,CaseFact,Transfer of Tenancy Challenged in Court,PC_Family,pc,Transfer of Tenancy Challenged in Court,,,,,,,,
PC::High Court Set Aside Trial Court Judgments,CaseFact,High Court Set Aside Trial Court Judgments,PC_Family,pc,High Court Set Aside Trial Court Judgments,,,,,,,,
PC::Possession of Flats Ordered to be Handed Over,CaseFact,Possession of Flats Ordered to be Handed Over,PC_Family,pc,Possession of Flats Ordered to be Handed Over,,,,,,,,
"PC::Section 96 of the Code of Civil Procedure, 1908",LegalProvision,"Section 96 of the Code of Civil Procedure, 1908",PC_Family,pc,"Section 96 of the Code of Civil Procedure, 1908",,,,,,,,
"PC::Section 213 of the Indian Succession Act, 1925",LegalProvision,"Section 213 of the Indian Succession Act, 1925",PC_Family,pc,"Section 213 of the Indian Succession Act, 1925",,,,,,,,
PC::Surgical Cotton Considered Distinct Commodity,CaseFact,Surgical Cotton Considered Distinct Commodity,PC_Family,pc,Surgical Cotton Considered Distinct Commodity,,,,,,,,
PC::Transformation Process of Cotton to Surgical Cotton Analyzed,CaseFact,Transformation Process of Cotton to Surgical Cotton Analyzed,PC_Family,pc,Transformation Process of Cotton to Surgical Cotton Analyzed,,,,,,,,
PC::Tax Liability for Surgical Cotton Established,CaseFact,Tax Liability for Surgical Cotton Established,PC_Family,pc,Tax Liability for Surgical Cotton Established,,,,,,,,
PC::High Court Affirmed Tax Board Decision,CaseFact,High Court Affirmed Tax Board Decision,PC_Family,pc,High Court Affirmed Tax Board Decision,,,,,,,,
"PC::Section 2(27) of the Rajasthan Sales Tax Act, 1994",LegalProvision,"Section 2(27) of the Rajasthan Sales Tax Act, 1994",PC_Family,pc,"Section 2(27) of the Rajasthan Sales Tax Act, 1994",,,,,,,,
"PC::Section 15 of the Central Sales Tax Act, 1956",LegalProvision,"Section 15 of the Central Sales Tax Act, 1956",PC_Family,pc,"Section 15 of the Central Sales Tax Act, 1956",,,,,,,,
PC::Murder of Victim Established,CaseFact,Murder of Victim Established,PC_Family,pc,Murder of Victim Established,,,,,,,,
PC::Accused Convicted Under IPC Sections,LegalProvision,Accused Convicted Under IPC Sections,PC_Family,pc,Accused Convicted Under IPC Sections,,,,,,,,
PC::Witness Testimony Found Reliable,CaseFact,Witness Testimony Found Reliable,PC_Family,pc,Witness Testimony Found Reliable,,,,,,,,
PC::Enmity Between Parties Established,CaseFact,Enmity Between Parties Established,PC_Family,pc,Enmity Between Parties Established,,,,,,,,
PC::Evidence of Eye-Witnesses Considered Consistent,CaseFact,Evidence of Eye-Witnesses Considered Consistent,PC_Family,pc,Evidence of Eye-Witnesses Considered Consistent,,,,,,,,
PC::Petitioner Convicted for Murder,CaseFact,Petitioner Convicted for Murder,PC_Family,pc,Petitioner Convicted for Murder,,,,,,,,
PC::Victim Died from Poisoning,CaseFact,Victim Died from Poisoning,PC_Family,pc,Victim Died from Poisoning,,,,,,,,
PC::Motive Established for Murder,CaseFact,Motive Established for Murder,PC_Family,pc,Motive Established for Murder,,,,,,,,
PC::Petitioner in Live-in Relationship with Victim's Mother,CaseFact,Petitioner in Live-in Relationship with Victim's Mother,PC_Family,pc,Petitioner in Live-in Relationship with Victim's Mother,,,,,,,,
PC::Petitioner Took Victim to Hotel,CaseFact,Petitioner Took Victim to Hotel,PC_Family,pc,Petitioner Took Victim to Hotel,,,,,,,,
PC::Petitioner Identified in Identification Parade,CaseFact,Petitioner Identified in Identification Parade,PC_Family,pc,Petitioner Identified in Identification Parade,,,,,,,,
PC::Section 302 of the Indian Penal Code,LegalProvision,Section 302 of the Indian Penal Code,PC_Family,pc,Section 302 of the Indian Penal Code,,,,,,,,
PC::Section 201 of the Indian Penal Code,LegalProvision,Section 201 of the Indian Penal Code,PC_Family,pc,Section 201 of the Indian Penal Code,,,,,,,,
PC::Section 313 of the Code of Criminal Procedure,LegalProvision,Section 313 of the Code of Criminal Procedure,PC_Family,pc,Section 313 of the Code of Criminal Procedure,,,,,,,,
PC::Disputed Land Designated as Waste Land,CaseFact,Disputed Land Designated as Waste Land,PC_Family,pc,Disputed Land Designated as Waste Land,,,,,,,,
PC::State Claimed Land Vested in Government,CaseFact,State Claimed Land Vested in Government,PC_Family,pc,State Claimed Land Vested in Government,,,,,,,,
PC::Consent Decree Established Ownership of Disputed Land,CaseFact,Consent Decree Established Ownership of Disputed Land,PC_Family,pc,Consent Decree Established Ownership of Disputed Land,,,,,,,,
PC::Development Plan Designated Land for Residential Use,CaseFact,Development Plan Designated Land for Residential Use,PC_Family,pc,Development Plan Designated Land for Residential Use,,,,,,,,
PC::Permissions Granted for Construction on Disputed Land,CaseFact,Permissions Granted for Construction on Disputed Land,PC_Family,pc,Permissions Granted for Construction on Disputed Land,,,,,,,,
"PC::Section 3 of the Maharashtra Private Forests Acquisition Act, 1975",LegalProvision,"Section 3 of the Maharashtra Private Forests Acquisition Act, 1975",PC_Family,pc,"Section 3 of the Maharashtra Private Forests Acquisition Act, 1975",,,,,,,,
PC::Writ Petitions Dismissed,CaseFact,Writ Petitions Dismissed,PC_Family,pc,Writ Petitions Dismissed,,,,,,,,
PC::Arbitration Agreement Existence Disputed,CaseFact,Arbitration Agreement Existence Disputed,PC_Family,pc,Arbitration Agreement Existence Disputed,,,,,,,,
PC::Supplies to Appellant Stopped,CaseFact,Supplies to Appellant Stopped,PC_Family,pc,Supplies to Appellant Stopped,,,,,,,,
PC::Legal Proceedings Initiated for Resumption of Supplies,CaseFact,Legal Proceedings Initiated for Resumption of Supplies,PC_Family,pc,Legal Proceedings Initiated for Resumption of Supplies,,,,,,,,
PC::Discrepancies in IPLA and Agreed Principles Identified,CaseFact,Discrepancies in IPLA and Agreed Principles Identified,PC_Family,pc,Discrepancies in IPLA and Agreed Principles Identified,,,,,,,,
PC::Claim of Juvenility Raised,CaseFact,Claim of Juvenility Raised,PC_Family,pc,Claim of Juvenility Raised,,,,,,,,
PC::Certificate of Birth Claimed to be Forged,CaseFact,Certificate of Birth Claimed to be Forged,PC_Family,pc,Certificate of Birth Claimed to be Forged,,,,,,,,
PC::High Court Declared Respondent as Juvenile,CaseFact,High Court Declared Respondent as Juvenile,PC_Family,pc,High Court Declared Respondent as Juvenile,,,,,,,,
PC::Controversy Resolved by School Records,CaseFact,Controversy Resolved by School Records,PC_Family,pc,Controversy Resolved by School Records,,,,,,,,
PC::Medical Examination Report Indicated Age,CaseFact,Medical Examination Report Indicated Age,PC_Family,pc,Medical Examination Report Indicated Age,,,,,,,,
PC::Section 376 of the Indian Penal Code,LegalProvision,Section 376 of the Indian Penal Code,PC_Family,pc,Section 376 of the Indian Penal Code,,,,,,,,
PC::Public Interest Litigation Filed,CaseFact,Public Interest Litigation Filed,PC_Family,pc,Public Interest Litigation Filed,,,,,,,,
PC::Violation of Fundamental Rights Alleged,CaseFact,Violation of Fundamental Rights Alleged,PC_Family,pc,Violation of Fundamental Rights Alleged,,,,,,,,
PC::Manual Scavenging Practice Continues,CaseFact,Manual Scavenging Practice Continues,PC_Family,pc,Manual Scavenging Practice Continues,,,,,,,,
PC::Government Schemes for Rehabilitation Ineffective,CaseFact,Government Schemes for Rehabilitation Ineffective,PC_Family,pc,Government Schemes for Rehabilitation Ineffective,,,,,,,,
PC::Petitioners Sought Complete Eradication of Manual Scavenging,CaseFact,Petitioners Sought Complete Eradication of Manual Scavenging,PC_Family,pc,Petitioners Sought Complete Eradication of Manual Scavenging,,,,,,,,
"PC::Employment of Manual Scavengers and Construction of Dry Latrines Prohibition Act, 1993",LegalProvision,"Employment of Manual Scavengers and Construction of Dry Latrines Prohibition Act, 1993",PC_Family,pc,"Employment of Manual Scavengers and Construction of Dry Latrines Prohibition Act, 1993",,,,,,,,
PC::Government Terminated Services of Failed Computer Instructors,CaseFact,Government Terminated Services of Failed Computer Instructors,PC_Family,pc,Government Terminated Services of Failed Computer Instructors,,,,,,,,
PC::B.Ed. Qualified Candidates Awaiting Appointment,CaseFact,B.Ed. Qualified Candidates Awaiting Appointment,PC_Family,pc,B.Ed. Qualified Candidates Awaiting Appointment,,,,,,,,
PC::Recruitment Process for Computer Instructors Challenged,CaseFact,Recruitment Process for Computer Instructors Challenged,PC_Family,pc,Recruitment Process for Computer Instructors Challenged,,,,,,,,
PC::High Court Directed Recruitment Through Teachers Recruitment Board,CaseFact,High Court Directed Recruitment Through Teachers Recruitment Board,PC_Family,pc,High Court Directed Recruitment Through Teachers Recruitment Board,,,,,,,,
PC::Previous Recruitment Policy Waived Educational Qualifications,CaseFact,Previous Recruitment Policy Waived Educational Qualifications,PC_Family,pc,Previous Recruitment Policy Waived Educational Qualifications,,,,,,,,
PC::Failed Candidates Allowed to Appear in Recruitment Test,CaseFact,Failed Candidates Allowed to Appear in Recruitment Test,PC_Family,pc,Failed Candidates Allowed to Appear in Recruitment Test,,,,,,,,
PC::Second Recruitment Test Held for Failed Candidates,CaseFact,Second Recruitment Test Held for Failed Candidates,PC_Family,pc,Second Recruitment Test Held for Failed Candidates,,,,,,,,
PC::Vacancies for Computer Instructors Remain Unfilled,CaseFact,Vacancies for Computer Instructors Remain Unfilled,PC_Family,pc,Vacancies for Computer Instructors Remain Unfilled,,,,,,,,
PC::Contempt Petition Filed Against State for Non-Implementation,CaseFact,Contempt Petition Filed Against State for Non-Implementation,PC_Family,pc,Contempt Petition Filed Against State for Non-Implementation,,,,,,,,
PC::Right of Private Defence Considered,CaseFact,Right of Private Defence Considered,PC_Family,pc,Right of Private Defence Considered,,,,,,,,
